"","Timestamp","How old are you?","Please indicate your sex","Which province or territory do you live in?","What is your highest education level?","Have you been following the election?","How much do you value the alignment between you and the candidate's policies?","How's your satisfaction with the current Canadian government?","How would you rate the current government's response on combating COVID-19?","In your opinion, what is the most important issue facing in Canada today?","If the Federal Election were being held today, who would you vote for?"
"446",2020-10-07 16:00:15,"65+","Female","Quebec","No certificate, diploma or degree","Yes",9,"Very Dissatisfied",7,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"447",2020-10-07 16:00:13,"45-54","Female","Ontario","University certificate, diploma or degree at bachelor level or above","Yes",10,"Somewhat Dissatisfied",10,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"448",2020-10-07 16:00:15,"65+","Female","British Columbia","Apprenticeship or trades certificate or diploma","No",8,"Very Dissatisfied",2,"The Economy/Jobs","Annamie Paul's Green Party of Canada"
"449",2020-10-07 16:00:16,"55-64","Female","Saskatchewan","College, CEGEP or other non-university certificate or diploma","Yes",9,"Somewhat Satisfied",3,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"450",2020-10-07 16:00:13,"55-64","Female","Ontario","College, CEGEP or other non-university certificate or diploma","Yes",9,"Somewhat Satisfied",9,"Health Care","Erin O’Toole's Conservative Party of Canada"
"451",2020-10-07 16:00:03,"55-64","Female","British Columbia","College, CEGEP or other non-university certificate or diploma","Yes",10,"Somewhat Satisfied",8,"Environment","Justin Trudeau's Liberal Party of Canada"
"452",2020-10-07 16:00:19,"35-44","Male","New Brunswick","University certificate, diploma or degree at bachelor level or above","No",10,"Somewhat Dissatisfied",6,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"453",2020-10-07 16:00:14,"55-64","Female","Quebec","University certificate, diploma or degree at bachelor level or above","Yes",8,"Very Dissatisfied",7,"Foreign Affairs","Erin O’Toole's Conservative Party of Canada"
"454",2020-10-07 16:00:03,"35-44","Female","Quebec","University certificate, diploma or degree at bachelor level or above","No",10,"Somewhat Satisfied",2,"Accountability/Leadership","Yves-Francois Blanchet's Bloc Québécois"
"455",2020-10-07 16:00:04,"25-34","Male","British Columbia","College, CEGEP or other non-university certificate or diploma","Yes",8,"Somewhat Satisfied",8,"The Economy/Jobs","Jagmeet Singh's New Democratic Party of Canada"
"456",2020-10-07 16:00:02,"65+","Female","Ontario","University certificate, diploma or degree at bachelor level or above","Yes",10,"Somewhat Dissatisfied",8,"Health Care","Erin O’Toole's Conservative Party of Canada"
"457",2020-10-07 16:00:05,"25-34","Female","Ontario","Secondary (high) school diploma or equivalency certificate","Yes",8,"Somewhat Satisfied",6,"Health Care","Erin O’Toole's Conservative Party of Canada"
"458",2020-10-07 16:00:03,"18-24","Male","Saskatchewan","University certificate, diploma or degree at bachelor level or above","Yes",10,"Very Dissatisfied",7,"The Economy/Jobs","Others"
"459",2020-10-07 16:00:06,"18-24","Male","Quebec","Apprenticeship or trades certificate or diploma","No",10,"Somewhat Satisfied",7,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"460",2020-10-07 16:00:14,"25-34","Male","British Columbia","Secondary (high) school diploma or equivalency certificate","Yes",10,"Somewhat Satisfied",7,"Housing/Homelessness/Proverty","Yves-Francois Blanchet's Bloc Québécois"
"461",2020-10-07 16:00:11,"65+","Female","Ontario","Secondary (high) school diploma or equivalency certificate","Yes",10,"Somewhat Satisfied",5,"Housing/Homelessness/Proverty","Jagmeet Singh's New Democratic Party of Canada"
"462",2020-10-07 16:00:03,"25-34","Female","Ontario","College, CEGEP or other non-university certificate or diploma","Yes",8,"No Opinion",6,"The Economy/Jobs","Yves-Francois Blanchet's Bloc Québécois"
"463",2020-10-07 16:00:05,"55-64","Male","British Columbia","University certificate, diploma or degree at bachelor level or above","No",8,"Very Dissatisfied",1,"Crime/Public Safety","Justin Trudeau's Liberal Party of Canada"
"464",2020-10-07 16:00:09,"45-54","Female","Ontario","College, CEGEP or other non-university certificate or diploma","Yes",7,"Somewhat Dissatisfied",4,"Health Care","Jagmeet Singh's New Democratic Party of Canada"
"465",2020-10-07 16:00:05,"35-44","Female","Quebec","No certificate, diploma or degree","No",9,"Somewhat Satisfied",9,"Energy/Piplines","Yves-Francois Blanchet's Bloc Québécois"
"466",2020-10-07 16:00:13,"55-64","Male","Ontario","Apprenticeship or trades certificate or diploma","Yes",10,"Very Dissatisfied",7,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"467",2020-10-07 16:00:18,"65+","Female","Quebec","No certificate, diploma or degree","Yes",9,"Somewhat Satisfied",7,"Energy/Piplines","Yves-Francois Blanchet's Bloc Québécois"
"468",2020-10-07 16:00:12,"35-44","Female","Alberta","University certificate or diploma below bachelor level","Yes",9,"Somewhat Satisfied",9,"The Economy/Jobs","Jagmeet Singh's New Democratic Party of Canada"
"469",2020-10-07 16:00:07,"35-44","Female","Saskatchewan","No certificate, diploma or degree","Yes",9,"Very Dissatisfied",8,"Health Care","Jagmeet Singh's New Democratic Party of Canada"
"470",2020-10-07 16:00:06,"55-64","Female","Ontario","College, CEGEP or other non-university certificate or diploma","No",9,"Somewhat Satisfied",8,"Health Care","Erin O’Toole's Conservative Party of Canada"
"471",2020-10-07 16:00:01,"65+","Male","Nova Scotia","No certificate, diploma or degree","Yes",9,"Very Dissatisfied",7,"Foreign Affairs","Erin O’Toole's Conservative Party of Canada"
"472",2020-10-07 16:00:08,"25-34","Male","Ontario","Apprenticeship or trades certificate or diploma","Yes",9,"Somewhat Satisfied",8,"Health Care","Justin Trudeau's Liberal Party of Canada"
"473",2020-10-07 16:00:02,"65+","Female","Ontario","University certificate, diploma or degree at bachelor level or above","No",8,"No Opinion",8,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"474",2020-10-07 16:00:08,"55-64","Female","Ontario","Apprenticeship or trades certificate or diploma","Yes",10,"Somewhat Satisfied",7,"Housing/Homelessness/Proverty","Justin Trudeau's Liberal Party of Canada"
"475",2020-10-07 16:00:02,"45-54","Female","Alberta","College, CEGEP or other non-university certificate or diploma","Yes",9,"Somewhat Dissatisfied",4,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"476",2020-10-07 16:00:16,"65+","Female","Saskatchewan","University certificate, diploma or degree at bachelor level or above","Yes",7,"Somewhat Satisfied",9,"Health Care","Annamie Paul's Green Party of Canada"
"477",2020-10-07 16:00:14,"35-44","Female","British Columbia","University certificate, diploma or degree at bachelor level or above","Yes",9,"Very Dissatisfied",3,"The Economy/Jobs","Jagmeet Singh's New Democratic Party of Canada"
"478",2020-10-07 16:00:00,"45-54","Female","Quebec","Apprenticeship or trades certificate or diploma","Yes",6,"Somewhat Dissatisfied",8,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"479",2020-10-07 16:00:11,"65+","Female","Alberta","Secondary (high) school diploma or equivalency certificate","Yes",9,"Very Dissatisfied",6,"Health Care","Erin O’Toole's Conservative Party of Canada"
"480",2020-10-07 16:00:19,"45-54","Male","Ontario","University certificate, diploma or degree at bachelor level or above","Yes",9,"Very Dissatisfied",5,"The Economy/Jobs","Annamie Paul's Green Party of Canada"
"481",2020-10-07 16:00:02,"35-44","Female","British Columbia","Secondary (high) school diploma or equivalency certificate","Yes",8,"Somewhat Satisfied",7,"Foreign Affairs","Annamie Paul's Green Party of Canada"
"482",2020-10-07 16:00:19,"25-34","Female","Alberta","College, CEGEP or other non-university certificate or diploma","Yes",10,"Very Satisfied",7,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"483",2020-10-07 16:00:06,"25-34","Female","Ontario","Secondary (high) school diploma or equivalency certificate","No",9,"Somewhat Satisfied",8,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"484",2020-10-07 16:00:15,"65+","Female","Quebec","No certificate, diploma or degree","No",9,"No Opinion",4,"Housing/Homelessness/Proverty","Annamie Paul's Green Party of Canada"
"485",2020-10-07 16:00:09,"65+","Female","Quebec","University certificate, diploma or degree at bachelor level or above","No",8,"Somewhat Satisfied",6,"Environment","Justin Trudeau's Liberal Party of Canada"
"486",2020-10-07 16:00:08,"65+","Female","Quebec","University certificate, diploma or degree at bachelor level or above","Yes",7,"Somewhat Satisfied",7,"Environment","Yves-Francois Blanchet's Bloc Québécois"
"487",2020-10-07 16:00:16,"65+","Male","Ontario","University certificate, diploma or degree at bachelor level or above","Yes",9,"Somewhat Dissatisfied",8,"Environment","Justin Trudeau's Liberal Party of Canada"
"488",2020-10-07 16:00:01,"55-64","Female","Quebec","University certificate, diploma or degree at bachelor level or above","Yes",9,"Somewhat Dissatisfied",10,"Health Care","Justin Trudeau's Liberal Party of Canada"
"489",2020-10-07 16:00:19,"25-34","Male","Ontario","University certificate, diploma or degree at bachelor level or above","Yes",8,"Somewhat Satisfied",8,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"490",2020-10-07 16:00:15,"65+","Male","Alberta","No certificate, diploma or degree","Yes",10,"Somewhat Satisfied",6,"Accountability/Leadership","Yves-Francois Blanchet's Bloc Québécois"
"491",2020-10-07 16:00:16,"35-44","Female","Ontario","Apprenticeship or trades certificate or diploma","Yes",9,"Very Dissatisfied",9,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"492",2020-10-07 16:00:13,"55-64","Male","British Columbia","University certificate, diploma or degree at bachelor level or above","Yes",10,"Very Dissatisfied",4,"Health Care","Jagmeet Singh's New Democratic Party of Canada"
"493",2020-10-07 16:00:04,"55-64","Female","Quebec","University certificate, diploma or degree at bachelor level or above","Yes",9,"Somewhat Satisfied",6,"Housing/Homelessness/Proverty","Others"
"494",2020-10-07 16:00:19,"45-54","Female","Quebec","University certificate, diploma or degree at bachelor level or above","Yes",8,"Somewhat Dissatisfied",8,"Housing/Homelessness/Proverty","Erin O’Toole's Conservative Party of Canada"
"495",2020-10-07 16:00:08,"55-64","Male","Alberta","University certificate, diploma or degree at bachelor level or above","Yes",9,"Somewhat Satisfied",8,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"496",2020-10-07 16:00:09,"55-64","Female","Quebec","Apprenticeship or trades certificate or diploma","Yes",10,"Very Satisfied",8,"Health Care","Erin O’Toole's Conservative Party of Canada"
"497",2020-10-07 16:00:00,"65+","Male","Ontario","No certificate, diploma or degree","Yes",9,"Very Dissatisfied",9,"Health Care","Justin Trudeau's Liberal Party of Canada"
"498",2020-10-07 16:00:07,"65+","Female","Quebec","College, CEGEP or other non-university certificate or diploma","No",9,"Somewhat Satisfied",7,"Environment","Erin O’Toole's Conservative Party of Canada"
"499",2020-10-07 16:00:00,"18-24","Male","British Columbia","Secondary (high) school diploma or equivalency certificate","Yes",8,"Very Dissatisfied",8,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"500",2020-10-07 16:00:09,"25-34","Female","Quebec","University certificate or diploma below bachelor level","No",9,"Somewhat Satisfied",6,"Health Care","Erin O’Toole's Conservative Party of Canada"
"501",2020-10-07 16:00:02,"65+","Female","Quebec","Secondary (high) school diploma or equivalency certificate","No",8,"Somewhat Satisfied",5,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"502",2020-10-07 16:00:09,"45-54","Female","British Columbia","University certificate, diploma or degree at bachelor level or above","No",9,"Somewhat Satisfied",9,"Environment","Yves-Francois Blanchet's Bloc Québécois"
"503",2020-10-07 16:00:00,"65+","Male","Alberta","Apprenticeship or trades certificate or diploma","No",7,"Somewhat Dissatisfied",10,"Health Care","Justin Trudeau's Liberal Party of Canada"
"504",2020-10-07 16:00:04,"55-64","Female","Quebec","University certificate, diploma or degree at bachelor level or above","Yes",9,"Somewhat Satisfied",5,"Housing/Homelessness/Proverty","Justin Trudeau's Liberal Party of Canada"
"505",2020-10-07 16:00:09,"35-44","Female","Ontario","University certificate, diploma or degree at bachelor level or above","No",9,"Somewhat Satisfied",6,"The Economy/Jobs","Others"
"506",2020-10-07 16:00:11,"65+","Male","Alberta","Secondary (high) school diploma or equivalency certificate","No",9,"Very Satisfied",5,"The Economy/Jobs","Yves-Francois Blanchet's Bloc Québécois"
"507",2020-10-07 16:00:18,"25-34","Male","British Columbia","University certificate, diploma or degree at bachelor level or above","Yes",8,"Very Dissatisfied",5,"Housing/Homelessness/Proverty","Justin Trudeau's Liberal Party of Canada"
"508",2020-10-07 16:00:10,"55-64","Male","Saskatchewan","No certificate, diploma or degree","Yes",9,"Somewhat Satisfied",6,"Accountability/Leadership","Justin Trudeau's Liberal Party of Canada"
"509",2020-10-07 16:00:06,"25-34","Male","British Columbia","Secondary (high) school diploma or equivalency certificate","Yes",10,"Somewhat Satisfied",5,"Crime/Public Safety","Yves-Francois Blanchet's Bloc Québécois"
"510",2020-10-07 16:00:02,"18-24","Male","British Columbia","College, CEGEP or other non-university certificate or diploma","Yes",6,"Somewhat Satisfied",9,"Health Care","Justin Trudeau's Liberal Party of Canada"
"511",2020-10-07 16:00:15,"45-54","Male","Ontario","College, CEGEP or other non-university certificate or diploma","Yes",10,"Somewhat Satisfied",6,"Foreign Affairs","Annamie Paul's Green Party of Canada"
"512",2020-10-07 16:00:13,"18-24","Female","Quebec","College, CEGEP or other non-university certificate or diploma","Yes",10,"Somewhat Satisfied",8,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"513",2020-10-07 16:00:15,"65+","Female","Quebec","No certificate, diploma or degree","No",8,"Very Satisfied",9,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"514",2020-10-07 16:00:00,"55-64","Male","Ontario","University certificate, diploma or degree at bachelor level or above","Yes",9,"Somewhat Satisfied",7,"Accountability/Leadership","Justin Trudeau's Liberal Party of Canada"
"515",2020-10-07 16:00:17,"45-54","Female","Ontario","Apprenticeship or trades certificate or diploma","Yes",9,"Somewhat Dissatisfied",7,"Environment","Jagmeet Singh's New Democratic Party of Canada"
"516",2020-10-07 16:00:02,"65+","Male","Quebec","Secondary (high) school diploma or equivalency certificate","Yes",10,"Somewhat Satisfied",6,"Environment","Jagmeet Singh's New Democratic Party of Canada"
"517",2020-10-07 16:00:02,"35-44","Female","Nova Scotia","College, CEGEP or other non-university certificate or diploma","Yes",10,"Somewhat Dissatisfied",9,"Health Care","Justin Trudeau's Liberal Party of Canada"
"518",2020-10-07 16:00:09,"55-64","Male","British Columbia","University certificate, diploma or degree at bachelor level or above","Yes",10,"Somewhat Satisfied",8,"Environment","Erin O’Toole's Conservative Party of Canada"
"519",2020-10-07 16:00:02,"55-64","Female","British Columbia","College, CEGEP or other non-university certificate or diploma","No",10,"No Opinion",8,"Health Care","Justin Trudeau's Liberal Party of Canada"
"520",2020-10-07 16:00:10,"45-54","Male","Quebec","College, CEGEP or other non-university certificate or diploma","No",10,"Somewhat Dissatisfied",7,"Environment","Erin O’Toole's Conservative Party of Canada"
"521",2020-10-07 16:00:19,"18-24","Female","Quebec","College, CEGEP or other non-university certificate or diploma","Yes",10,"Somewhat Satisfied",7,"Housing/Homelessness/Proverty","Justin Trudeau's Liberal Party of Canada"
